4076 3
2.55556 2.42105 1
1.06667 0.888889 1
0.6 0.5 -1
1.08696 1.25 1
0.272727 0.352941 1
1.9 1.65217 1
1.47368 1.07692 1
0.631579 0.666667 1
3.75 2.64706 -1
0.0909091 0.125 -1
0.166667 0.222222 1
0.769231 0.714286 1
0.45 0.529412 -1
0.266667 0.235294 1
2.8 2.24 1
0.238095 0.357143 1
2 1.4 1
5.04167 4.48148 1
0.65 0.52 -1
0.684211 0.866667 -1
1.36842 1.625 1
0.588235 0.833333 -1
0.961538 1.5625 -1
3.94118 2.91304 1
0.888889 0.695652 1
0.176471 0.1875 -1
1.05 0.954545 -1
0.769231 1 1
1.47826 1.61905 -1
5.23077 6.47619 1
2.53846 2.53846 1
0.5 0.555556 1
2.24138 2.70833 1
0.272727 0.214286 -1
0.363636 0.363636 -1
7.125 7.125 1
0.954545 1.16667 -1
2.52174 3.05263 1
2.68 3.72222 1
0.153846 0.166667 1
2.3913 3.05556 1
7.64 6.58621 1
1.58824 1.35 1
1.88889 1.75862 1
0.25 0.238095 1
1.90476 2.10526 1
0.166667 0.222222 1
0.222222 0.333333 -1
1.09091 1.09091 1
0.153846 0.142857 1
2.63636 2.9 1
1.14286 1.09091 1
0.4 0.4 1
2 1.71429 -1
2.92 3.31818 1
0.1 0.111111 -1
0.461538 0.6 -1
5.66667 5.46429 1
1.375 1.375 1
0.666667 0.545455 -1
3.15385 3.03704 1
3.7619 3.43478 1
4.7037 4.7037 1
6.79167 5.43333 1
0.142857 0.1 -1
2.92 3.17391 1
1.5 1.6 1
0.6875 0.647059 1
1.38889 1.19048 1
0.941176 1.14286 -1
0.6 0.6 1
0.565217 0.65 -1
0.88 1 -1
0.611111 0.916667 1
2.75 2.75 -1
0.588235 0.416667 1
0.625 0.588235 -1
0.421053 0.533333 1
0.642857 0.6 1
0.666667 1.06667 -1
0 0 1
2.31818 2.68421 1
2.92308 3.8 1
3.66667 2.86957 1
4.61538 5.45455 1
2.10714 2.03448 1
1.26316 1.14286 1
0.533333 0.533333 1
1.2381 0.928571 1
1.52381 1.33333 1
0.961538 1.31579 1
0.541667 0.590909 1
0.75 0.652174 1
0.888889 0.761905 1
1.75 1.45833 1
0.6 0.5625 -1
2.4 2.4 1
4.05 3.85714 1
0.210526 0.25 -1
1.77273 2.29412 -1
1.70588 1.70588 1
1.11765 1.05556 1
0.0769231 0.0769231 1
1.34783 1.34783 -1
0.863636 0.863636 1
1.25 1.5625 1
0.214286 0.166667 1
0.857143 1.125 1
1.48 1.68182 1
0.695652 0.571429 1
2.36 1.96667 1
0.631579 0.8 1
4.51724 4.36667 1
0.9375 1.42857 -1
0.8 0.888889 1
1.52 1.80952 -1
1.73684 1.5 1
0.75 0.545455 -1
0.1 0.0833333 -1
1.04762 1.375 1
0.416667 0.47619 1
0.315789 0.461538 -1
1.23077 0.941176 -1
0.807692 1.16667 1
0.68 0.586207 1
1.05263 0.769231 -1
3.81818 2.8 1
0.285714 0.285714 -1
2.33333 1.61538 -1
0.4375 0.5 1
0.941176 1 1
0.611111 1 1
0.952381 0.952381 1
1 1.09091 -1
1 1.13333 1
0.1875 0.176471 -1
0.611111 0.611111 1
2.57895 2.45 -1
1.11765 0.826087 -1
1.15789 1.22222 -1
6.31579 4.8 1
2.2 1.69231 1
1.52381 1.52381 1
0 0 -1
2 1.88889 1
0.333333 0.411765 1
5.52632 4.56522 1
0.647059 0.916667 -1
0.947368 1.28571 -1
2.70833 2.70833 1
0.0909091 0.1 -1
0.166667 0.157895 -1
1.07143 1.15385 -1
2.74074 2.64286 1
0.625 0.4 1
1.63158 1.24 1
2.91304 2.79167 1
8.14286 6.33333 1
0.714286 0.625 1
1.71429 1.5 1
5.08696 5.08696 1
1.47368 1.27273 -1
4.84 6.36842 1
0.111111 0.0909091 1
0.4375 0.388889 1
4.33333 3 -1
1.79167 2.26316 1
0.833333 1.15385 1
2.57143 2.11765 -1
3.29167 2.92593 1
1.55556 1.47368 1
2.15385 2.54545 1
2.5 2.64706 -1
4.35714 5.08333 1
0.863636 1 1
1.51852 1.46429 1
0.214286 0.3 -1
1.14815 1.14815 1
0.823529 0.666667 1
0.833333 1.11111 1
2.4 1.89474 1
0.863636 0.863636 1
2.95833 2.95833 1
2.43478 2.54545 1
0.9375 0.833333 -1
0.75 0.857143 1
1 0.941176 1
0.2 0.166667 -1
0.722222 0.684211 -1
1 0.944444 1
0.5 0.4 -1
1.21053 1.27778 1
0.892857 1 -1
1.11538 1.26087 1
0.733333 0.733333 -1
1.16667 1.61538 -1
0.769231 0.526316 1
0.416667 0.277778 1
0.772727 0.85 1
0.2 0.1875 1
0.8 0.666667 1
2.45455 1.92857 1
7.6 8.26087 1
0.333333 0.235294 -1
1.43478 1.43478 1
1.45455 1.77778 1
0.727273 0.888889 1
0.409091 0.473684 1
1.11111 1 1
0.333333 0.357143 -1
1.64706 1.47368 -1
0.5 0.384615 -1
0.352941 0.461538 -1
0.6 0.6 1
3.73333 2.8 1
0.62069 0.9 1
1.69231 1.46667 -1
2.14286 2.85714 1
0.0909091 0.125 1
5 5 -1
0.769231 0.625 1
2.81481 3.04 1
0.333333 0.428571 1
0.714286 0.909091 1
0.555556 0.555556 1
0.366667 0.37931 1
1.17391 0.931034 1
2.21429 2.58333 1
0.125 0.0909091 -1
2.25 2.04545 1
0.833333 0.909091 -1
0.761905 0.941176 1
2.45 1.88462 1
0.277778 0.384615 1
1.05 1.5 1
8.11538 7.53571 1
0.5 0.583333 1
1.92 2.52632 1
0.178571 0.25 1
0.708333 0.566667 -1
0.7 0.933333 1
0.6 0.473684 1
0.684211 0.722222 1
0.125 0.0909091 1
2.3125 2.64286 1
1.23077 0.888889 1
2.42857 2.68421 1
0.25 0.193548 1
0.222222 0.222222 -1
2.68 2.31034 1
2.22727 2.33333 1
0.222222 0.363636 1
1.2 1.33333 1
1.125 1 1
0.538462 0.466667 1
3.66667 3.66667 1
0.368421 0.388889 -1
0.923077 0.888889 1
4.375 4.375 -1
3.29412 3.11111 1
1.07143 1 -1
0.882353 1.07143 1
1.26087 1.61111 1
0.2 0.333333 -1
3.3 4.125 -1
0.724138 0.777778 1
2.09091 2.875 1
2.44444 3.14286 1
0.117647 0.111111 -1
7.77273 6.57692 1
1.47619 2.06667 1
1.14286 0.888889 1
1.45455 1.3913 1
1.35714 1.05556 1
1.52632 1.38095 -1
0.5 0.714286 -1
1.10526 1 1
1.38889 1.38889 1
0.0714286 0.05 -1
2.29167 2.3913 1
3.5 3.37037 1
0.9375 0.882353 -1
1.5 1.28571 1
3.22222 3.05263 1
0.565217 0.722222 -1
0.52381 0.423077 1
2.64706 2.64706 1
4.15789 3.03846 1
0.5 0.6 1
0.888889 1 -1
7.28571 5.46429 -1
0.545455 0.545455 -1
0.411765 0.368421 1
1.82353 1.82353 1
1.20833 0.966667 1
1 0.944444 1
1 0.913043 1
0.45 0.5625 1
0.111111 0.153846 1
0.142857 0.166667 1
2.22727 1.88462 -1
1.5 1.07143 -1
1.13636 1.13636 -1
2.18519 2.36 1
0.714286 0.666667 1
1.10526 1.61538 -1
1.09524 1.35294 1
0.5 0.769231 -1
1.31579 1.47059 1
5.2 3.3913 -1
1 1 1
3.28571 3.28571 1
1 1.13043 1
2.04167 2.72222 -1
1.6 1.23077 -1
0.15 0.2 1
2.64706 3.46154 1
3.07143 3.44 -1
0.117647 0.0869565 -1
0.8125 0.590909 1
0.428571 0.352941 -1
1.18519 1.6 1
2.96154 3.5 1
0.230769 0.375 1
2.94737 2.43478 1
4.16667 3.57143 1
0.285714 0.333333 -1
2.65217 2.44 1
2.64516 3.15385 1
2.75 2.2 -1
1.07692 0.777778 1
1.68182 2.05556 -1
4.16667 3.44828 1
1.76923 1.76923 1
6 7.56522 1
0.9 1.05882 1
2.42105 2.19048 1
0.0714286 0.0625 1
0.538462 0.636364 1
3.3 2.64 -1
1.68182 1.6087 1
1.55556 1.27273 -1
1.21053 1.76923 -1
0.75 0.6 1
0.8 0.740741 1
1.42857 1.25 1
0.2 0.176471 -1
0.75 0.545455 1
1.75 1.75 1
1.46154 2.23529 -1
2.36 2.80952 1
1.26316 1.33333 -1
0.733333 0.578947 -1
3.70833 3.56 1
2.84615 2.74074 1
0 0 1
0.125 0.153846 -1
0.333333 0.388889 -1
1.36364 1.30435 1
0.176471 0.2 -1
1.28571 1.08 -1
2.20833 2.40909 1
0.285714 0.222222 1
7.125 7.43478 1
1 1.26316 1
5.71429 5 1
0.047619 0.0714286 1
1.95 1.56 -1
0 0 1
0.428571 0.5 -1
0.684211 0.928571 -1
3.71429 3.3913 -1
0.833333 1 -1
4.4 3.88235 1
1.2 0.8 1
1.64706 1.33333 -1
1.77778 1.6 1
0.4375 0.368421 1
0.117647 0.125 1
0.1875 0.2 -1
1.12903 1.45833 -1
1 0.956522 1
0.636364 0.777778 1
1.92857 1.86207 1
1.7037 1.84 1
2.88889 3.71429 -1
1.7 1.36 -1
0.6875 0.846154 -1
5.17241 5.17241 1
7.6 8.63636 1
1.6087 1.68182 1
0.882353 0.9375 -1
1.875 1.42857 -1
1.61111 1.26087 1
2.11765 1.89474 1
0.266667 0.190476 -1
0 0 1
8.72414 8.16129 1
1.77273 2.6 1
2.06897 2.30769 1
2.5 2.04545 1
2.4 2.4 1
1.90476 1.81818 1
1.71429 2.4 -1
1.625 2.4375 -1
4.35 3 1
5.34615 6.61905 -1
3.16667 3.16667 1
1.93333 1.8125 1
0.125 0.0833333 1
0.913043 0.954545 1
0.416667 0.416667 1
3.03704 2.92857 1
0.2 0.25 1
3.45833 3.19231 1
0.466667 0.388889 1
1.10714 1.72222 -1
0.333333 0.333333 1
2.52381 2.03846 1
0.615385 0.470588 1
0.0588235 0.0555556 -1
0 0 1
0.272727 0.3 -1
0.125 0.117647 1
2.5 2.40741 1
5.68421 4.32 -1
0.947368 1.05882 1
1.1 1.375 1
1.15789 1.29412 1
4.61538 6.31579 -1
0.666667 0.666667 -1
1.4 0.954545 1
3.25 4.10526 1
0.64 0.888889 1
0.538462 0.5 -1
4.73077 4.39286 1
2.6087 2.72727 1
4.44 4.44 1
0.947368 1 1
0.875 0.636364 1
4.10526 4.875 1
0.461538 0.333333 -1
0.181818 0.190476 -1
3.96 3.80769 1
3.52632 3.35 1
3.47368 3.3 1
0.214286 0.230769 1
0.5625 0.45 1
1.9 2.23529 1
1.35 1.35 1
5.44 5.66667 1
2.06667 2.06667 -1
0.473684 0.6 -1
1 1.07143 -1
0.421053 0.4 1
4.56522 5.25 1
1.45455 1.45455 1
4.09091 2.8125 1
1.04348 1.26316 1
1.28571 1.71429 1
1.0625 0.772727 1
0.666667 0.727273 1
0.588235 0.714286 1
1.5 1.69565 1
0.5 0.5625 1
0.857143 1.05882 -1
1.76923 1.64286 1
0.125 0.111111 1
1.14286 1.14286 -1
